TIME,SATS,LATITUDE,LONGITUDE,ALT,COURSE,SPEED,PRESSURE,INTTEMP,EXTTEMP,HUMIDITY,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ
16382700,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,50.6,-12.57,-6.84,2.56,-0.02,0.03,0.68,1.69,-3.38,5.32
16382800,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,50.5,-12.27,-6.84,2.26,-0.03,0.03,0.65,1.68,-3.4,5.33
16382900,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,51.1,-12.45,-7.26,2.32,-0.04,0.03,0.67,1.69,-3.4,5.33
16383000,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,51.1,-12.27,-6.47,2.44,-0.03,0.05,0.66,1.68,-3.38,5.31
16383000,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,51.1,-12.33,-6.9,2.81,-0.04,0.05,0.67,1.68,-3.38,5.31
16383100,10,31.91394,-98.600051,1445.21,131.44,0,1004.29,18.31,12.75,50.7,-12.27,-6.65,2.56,-0.03,0.06,0.66,1.68,-3.41,5.33
16383200,10,31.91394,-98.600051,1445.21,131.44,0,1004.53,18.37,12.75,51.3,-12.57,-6.9,2.56,-0.05,0.04,0.66,1.68,-3.41,5.33
16383300,10,31.91394,-98.600051,1444.88,131.44,0,1004.29,18.31,12.75,51.3,-12.45,-6.77,2.5,-0.07,0.05,0.67,1.68,-3.37,5.32
16383300,10,31.91394,-98.600051,1444.88,131.44,0,1004.29,18.31,12.75,51.3,-12.27,-6.84,2.93,-0.04,0.04,0.65,1.7,-3.37,5.32
16383400,10,31.91394,-98.600051,1444.88,131.44,0,1004.29,18.31,12.75,51,-12.45,-6.59,2.81,-0.05,0.06,0.65,1.7,-3.39,5.33
16383500,10,31.91394,-98.600051,1444.55,131.44,0,1004.13,18.31,12.75,51.4,-11.96,-6.65,2.62,-0.07,0.06,0.65,1.68,-3.39,5.33
16383500,10,31.91394,-98.600051,1444.55,131.44,0,1004.13,18.31,12.75,51.4,-12.57,-6.96,2.81,-0.05,0.04,0.65,1.68,-3.37,5.31
16383600,10,31.91394,-98.600051,1444.55,131.44,0,1004.29,18.31,12.75,51.4,-12.21,-7.02,2.5,-0.07,0.05,0.65,1.68,-3.37,5.31
16383700,10,31.91394,-98.600051,1444.23,131.44,0,1004.53,18.31,12.75,51,-12.45,-6.9,2.5,-0.06,0.02,0.66,1.68,-3.4,5.32
16383800,10,31.91394,-98.600051,1444.23,131.44,0,1004.13,18.31,12.5,51.4,-12.45,-6.9,2.75,-0.05,0.06,0.66,1.69,-3.41,5.32
16383900,10,31.91394,-98.600051,1443.9,131.44,0,1004.13,18.31,12.5,51.4,-12.39,-6.96,2.75,-0.05,0.06,0.65,1.69,-3.37,5.32
16383900,10,31.91394,-98.600051,1443.9,131.44,0,1004.29,18.31,12.5,51,-12.45,-6.9,2.56,-0.04,0.04,0.64,1.69,-3.38,5.31
16384000,10,31.91394,-98.600051,1443.9,131.44,0,1004.13,18.31,12.5,51.4,-12.08,-6.53,2.69,-0.04,0.06,0.65,1.7,-3.39,5.32
16384100,10,31.913938,-98.600051,1443.57,131.44,0,1004.13,18.31,12.5,51.4,-12.39,-7.26,2.5,-0.1,0,0.74,1.7,-3.38,5.32
16384200,10,31.913938,-98.600051,1443.57,131.44,0,1004.13,18.31,12.5,51,-12.39,-6.96,2.69,-0.05,0.08,0.68,1.69,-3.41,5.32
16384200,10,31.913938,-98.600051,1443.57,131.44,0,1004.29,18.31,12.5,51,-12.45,-7.02,2.44,-0.04,0.07,0.65,1.71,-3.38,5.32
16384300,10,31.913938,-98.600051,1443.24,131.44,0,1004.13,18.31,12.5,51,-12.21,-6.77,2.44,-0.08,0.12,0.63,1.72,-3.41,5.31
16384400,10,31.913938,-98.600051,1443.24,131.44,0,1004.13,18.31,12.5,51.4,-12.39,-6.77,2.87,-0.01,0.07,0.72,1.75,-3.4,5.31
16384500,10,31.913938,-98.600051,1443.24,131.44,0,1004.13,18.37,12.5,51.4,-12.21,-6.71,2.38,-0.04,0.08,0.67,1.72,-3.37,5.29
16384500,10,31.913938,-98.600051,1443.24,131.44,0,1004.13,18.31,12.75,50.9,-11.96,-6.71,2.56,-0.06,0.07,0.67,1.72,-3.38,5.29
16384600,10,31.91394,-98.600051,1443.24,131.44,0.1,1004.13,18.31,12.75,51.4,-12.39,-7.14,2.81,-0.01,0.07,0.61,1.76,-3.41,5.31
16384700,10,31.91394,-98.600051,1443.24,131.44,0,1004.29,18.37,12.75,51.5,-12.08,-6.77,2.69,0.04,0.14,0.68,1.8,-3.4,5.34
16384800,10,31.913936,-98.600044,1441.6,131.44,0.07,1004.13,18.31,12.75,51.5,-12.27,-7.02,2.81,0.07,0.13,0.67,1.81,-3.39,5.35
16384800,10,31.913936,-98.600044,1441.6,131.44,0.07,1004.13,18.31,12.75,51.5,-12.33,-7.02,2.5,0.02,0.06,0.65,1.78,-3.37,5.31
16384900,10,31.913936,-98.600044,1441.6,131.44,0.07,1004.13,18.31,12.75,51.1,-12.21,-6.96,2.62,0,0.26,0.72,1.78,-3.38,5.33
16385000,10,31.913936,-98.600044,1441.6,131.44,0,1004.13,18.37,13,51.5,-12.57,-6.59,2.62,0.01,0.1,0.69,1.76,-3.41,5.34
16385100,10,31.913936,-98.600044,1441.6,131.44,0,1004.13,18.31,13,51.5,-12.39,-6.9,2.44,0.02,0.05,0.71,1.74,-3.36,5.3
16385200,10,31.913936,-98.600044,1441.6,131.44,0,1004.13,18.31,13,51.5,-12.39,-6.71,2.87,-0.07,0.1,0.82,1.74,-3.35,5.29
16385200,10,31.913936,-98.600044,1441.6,131.44,0,1004.13,18.31,13,51.2,-12.39,-7.02,2.56,0.1,0.15,0.52,1.74,-3.37,5.3
16385300,10,31.913934,-98.600044,1441.27,131.44,0.17,1004.29,18.31,13,51.6,-12.39,-7.02,2.5,-0.11,0.06,0.61,1.73,-3.35,5.28
16385400,10,31.913934,-98.600044,1441.27,131.44,0.17,1004.13,18.31,13,51.6,-12.15,-6.9,2.93,-0.05,-0.08,0.7,1.73,-3.34,5.27
16385400,10,31.913934,-98.600044,1441.27,131.44,0,1004.53,18.37,13,51.6,-12.57,-6.71,2.69,0,0.05,0.67,1.74,-3.37,5.29
16385500,10,31.913934,-98.600044,1441.27,131.44,0,1004.13,18.37,13,51.3,-12.63,-6.9,2.56,-0.02,0.06,0.66,1.74,-3.39,5.3
16385600,10,31.913934,-98.600044,1441.27,131.44,0,1004.29,18.37,12.75,51.3,-12.57,-7.08,2.5,-0.01,0.03,0.68,1.73,-3.38,5.3
16385700,10,31.913934,-98.600044,1441.27,131.44,0,1004.29,18.31,12.75,51.1,-12.33,-6.77,2.44,-0.02,0.05,0.66,1.75,-3.4,5.32
16385700,10,31.913934,-98.600044,1441.27,131.44,0,1004.13,18.31,12.75,51.1,-12.39,-6.77,2.62,-0.01,0.06,0.67,1.75,-3.38,5.3
16385800,10,31.913934,-98.600044,1441.27,131.44,0,1004.13,18.31,12.75,51.3,-12.45,-6.9,2.44,-0.01,0.05,0.67,1.74,-3.39,5.3
16385900,10,31.913934,-98.600044,1441.27,131.44,0,1004.29,18.31,12.75,51.7,-12.45,-6.96,2.32,-0.01,0.06,0.68,1.73,-3.4,5.3
16390000,10,31.913934,-98.600044,1440.94,131.44,0,1004.13,18.31,12.75,51.7,-12.45,-6.77,2.69,-0.02,0.06,0.66,1.73,-3.38,5.3
16390000,10,31.913934,-98.600044,1440.94,131.44,0,1004.29,18.37,12.75,51.1,-12.51,-7.08,2.62,-0.02,0.04,0.66,1.74,-3.4,5.3
16390100,10,31.913934,-98.600044,1440.94,131.44,0,1004.29,18.31,12.75,51.8,-12.51,-7.02,2.5,-0.03,0.04,0.65,1.73,-3.39,5.3
16390200,10,31.913934,-98.600044,1440.94,131.44,0,1004.13,18.37,12.75,51.7,-12.45,-6.96,2.56,-0.02,0.04,0.65,1.73,-3.39,5.3
16390300,10,31.913934,-98.600044,1440.94,131.44,0,1004.13,18.37,12.75,51.7,-12.27,-6.96,2.87,-0.04,0.04,0.64,1.72,-3.37,5.29
16390300,10,31.913934,-98.600044,1440.94,131.44,0,1004.13,18.37,12.75,51.7,-12.15,-6.47,2.69,-0.01,0.03,0.64,1.73,-3.37,5.29
16390400,10,31.913934,-98.600044,1440.94,131.44,0,1004.13,18.31,12.75,51.1,-12.21,-6.9,2.81,-0.02,0.05,0.67,1.73,-3.38,5.3
16390500,10,31.913936,-98.600044,1440.62,131.44,0,1004.29,18.37,12.75,51.7,-12.45,-7.02,2.62,-0.02,0.04,0.65,1.74,-3.37,5.3
16390500,10,31.913936,-98.600044,1440.62,131.44,0,1004.69,18.31,12.5,51.7,-12.27,-6.84,2.56,-0.02,0.03,0.66,1.74,-3.35,5.29
16390600,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.37,12.5,51.7,-12.15,-7.02,2.38,-0.04,0.03,0.64,1.74,-3.36,5.28
16390700,10,31.913936,-98.600036,1440.62,131.44,0,1004.53,18.37,12.75,51.4,-12.21,-6.96,2.56,-0.01,0.05,0.67,1.73,-3.37,5.28
16390800,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.37,12.75,51.8,-12.45,-7.08,2.5,-0.05,0.05,0.65,1.73,-3.38,5.29
16390900,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.31,12.75,51.8,-12.45,-7.02,2.56,-0.06,0.03,0.67,1.74,-3.35,5.29
16390900,10,31.913936,-98.600036,1440.62,131.44,0,1004.53,18.37,12.75,51.8,-12.33,-6.84,2.81,-0.04,0.07,0.68,1.74,-3.35,5.29
16391000,10,31.913936,-98.600036,1440.62,131.44,0,1004.53,18.31,12.75,51.4,-12.15,-6.84,2.62,-0.11,0.06,0.7,1.72,-3.36,5.29
16391100,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.31,12.75,51.4,-12.57,-7.02,2.56,0,0.04,0.68,1.75,-3.35,5.29
16391200,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.37,13,51.5,-12.21,-6.41,2.44,-0.17,-0.01,0.53,1.67,-3.37,5.28
16391200,10,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.37,12.75,51.5,-12.33,-6.9,2.5,-0.08,0.04,0.66,1.68,-3.36,5.26
16391300,9,31.913936,-98.600036,1440.62,131.44,0,1004.29,18.31,12.75,51.3,-12.27,-7.08,2.5,0,0.07,0.71,1.71,-3.37,5.29
16391400,9,31.913944,-98.600028,1430.77,131.44,0.07,1004.29,18.31,12.75,51.9,-12.39,-6.71,2.62,-0.09,0,0.62,1.7,-3.39,5.29
16391500,9,31.913944,-98.600028,1430.77,131.44,0.07,1004.53,18.37,12.75,51.9,-12.39,-6.9,2.81,-0.01,0.16,0.67,1.71,-3.41,5.31
16391500,9,31.913944,-98.600028,1430.77,131.44,0.07,1004.53,18.37,12.75,51.9,-12.57,-6.47,2.2,0.02,0,0.64,1.68,-3.44,5.31
16391600,9,31.913944,-98.600028,1430.77,131.44,0,1004.29,18.31,12.75,51.9,-12.57,-6.9,2.44,0.01,0.04,0.68,1.7,-3.45,5.3
16391700,9,31.913944,-98.600028,1430.77,131.44,0,1004.13,18.31,12.75,51.6,-12.33,-6.65,2.75,-0.07,0.15,0.69,1.67,-3.48,5.31
16391800,9,31.913948,-98.600028,1429.46,131.44,0.12,1004.29,18.37,13,52,-12.33,-7.02,2.38,0.09,0.44,0.85,1.71,-3.48,5.32
16391800,9,31.913948,-98.600028,1429.46,131.44,0.12,1004.29,18.37,13,52,-12.27,-6.53,2.62,0.06,0.16,0.69,1.73,-3.45,5.32
16391900,9,31.913948,-98.600028,1428.48,131.44,0.12,1004.29,18.37,13,51.6,-12.27,-6.9,2.87,-0.05,0.08,0.67,1.71,-3.44,5.3
16392000,10,31.913951,-98.600028,1426.84,131.44,0.49,1004.29,18.37,13,52,-12.33,-6.9,2.69,0.1,0.16,0.56,1.75,-3.41,5.3
16392100,10,31.913953,-98.600021,1426.18,131.44,0.49,1004.29,18.37,13,52,-12.21,-6.9,2.62,-0.07,0.01,0.55,1.75,-3.4,5.29
16392200,10,31.913953,-98.600021,1425.53,131.44,0.18,1004.13,18.31,13,52,-12.21,-6.9,2.56,-0.02,0.02,0.65,1.72,-3.36,5.3
16392200,10,31.913953,-98.600021,1425.53,131.44,0.18,1004.13,18.31,13,51.6,-12.08,-6.84,2.62,-0.02,0.04,0.65,1.73,-3.4,5.31
16392300,10,31.913953,-98.600021,1425.53,131.44,0.02,1004.13,18.37,13,52,-12.51,-6.9,2.5,-0.01,0.03,0.67,1.72,-3.41,5.31
16392400,10,31.913953,-98.600021,1425.53,131.44,0.02,1004.13,18.37,13,52,-12.21,-6.84,2.62,-0.02,0.03,0.65,1.72,-3.41,5.31
16392400,10,31.913953,-98.600021,1425.53,131.44,0,1004.13,18.31,13,52,-12.33,-6.77,2.62,-0.02,0.03,0.65,1.72,-3.39,5.31
16392500,10,31.913953,-98.600021,1425.53,131.44,0,1004.13,18.31,13,51.6,-12.33,-6.65,2.44,-0.01,0.03,0.66,1.72,-3.39,5.31
16392600,10,31.913953,-98.600021,1425.53,131.44,0,1004.29,18.31,13,51.6,-12.27,-6.71,2.81,-0.03,0.03,0.66,1.72,-3.38,5.3
16392700,10,31.913955,-98.600021,1425.2,131.44,0.12,1004.29,18.31,13.25,51.6,-12.45,-6.71,2.93,-0.06,0.05,0.63,1.72,-3.4,5.31
16392700,10,31.913955,-98.600021,1425.2,131.44,0.12,1004.13,18.31,13.25,51.6,-12.15,-7.08,2.69,0,0.04,0.72,1.74,-3.36,5.3
16392800,9,31.913955,-98.600021,1425.2,131.44,0.12,1004.13,18.37,13.25,51.5,-12.27,-7.02,2.32,-0.01,0.03,0.68,1.74,-3.37,5.31
16392900,10,31.913957,-98.600021,1424.87,131.44,0.29,1004.13,18.37,13.25,52,-12.27,-6.9,2.56,-0.02,0.03,0.67,1.73,-3.38,5.3
16393000,10,31.913957,-98.600021,1424.87,131.44,0.29,1004.13,18.37,13.25,52,-12.45,-6.96,2.69,-0.02,0.02,0.66,1.73,-3.36,5.29
16393000,10,31.913957,-98.600021,1424.87,131.44,0.29,1004.13,18.37,13,51.6,-12.27,-6.9,2.56,-0.02,0.02,0.64,1.73,-3.38,5.3
16393100,10,31.913955,-98.600021,1424.87,131.44,0.14,1004.13,18.37,13,52,-12.39,-6.84,2.44,-0.01,0.02,0.64,1.73,-3.38,5.29
16393200,10,31.913955,-98.600021,1424.21,131.44,0.01,1004.13,18.37,6.75,52,-12.27,-6.96,2.5,-0.06,-0.01,0.55,1.73,-3.36,5.29
16393300,10,31.913955,-98.600021,1424.21,131.44,0.01,1004.13,18.37,13,52,-12.27,-6.65,2.56,-0.03,0,0.65,1.76,-3.37,5.24
16393300,10,31.913955,-98.600021,1424.21,131.44,0,1004.13,18.37,13,52,-12.57,-6.77,2.62,0,-0.09,0.7,1.77,-3.38,5.24
16393400,10,31.913955,-98.600021,1424.21,131.44,0,1004.13,18.37,13,51.7,-12.33,-7.2,2.62,-0.12,0.59,0.05,1.75,-3.39,5.24
16393500,10,31.913955,-98.600021,1424.21,131.44,0,1004.13,18.37,13,52.1,-12.51,-6.96,2.38,0.06,0.15,0.86,1.8,-3.4,5.27
16393500,10,31.913955,-98.600021,1424.21,131.44,0,1004.13,18.37,13.25,52.1,-12.51,-6.77,2.62,0.03,0.01,0.64,1.8,-3.39,5.26
16393600,10,31.913955,-98.600021,1424.21,131.44,0,1004.29,18.37,13,52.1,-12.39,-7.02,2.69,0.02,0,0.68,1.78,-3.39,5.26
16393700,10,31.913955,-98.600021,1424.21,131.44,0,1004.13,18.37,13,51.7,-12.39,-6.84,2.56,0.01,0.07,0.72,1.69,-3.46,5.26
16393800,10,31.913957,-98.600021,1424.54,131.44,0.1,1004.13,18.37,13.25,52.1,-12.63,-7.08,2.75,-0.06,-0.04,0.64,1.39,-3.44,5.28
16393900,10,31.913955,-98.600013,1421.92,131.44,0.1,1004.13,18.37,13.25,52.1,-12.45,-6.9,2.56,-0.08,0.02,0.62,1.35,-3.34,5.24
16393900,10,31.913955,-98.600013,1421.92,131.44,0.1,1004.13,18.31,13.5,51.8,-12.27,-6.84,2.62,-0.04,-0.1,0.62,1.37,-3.35,5.24
16394000,10,31.913949,-98.600013,1421.92,131.44,0.12,1004.29,18.37,13.5,52.2,-12.39,-7.14,2.75,-0.03,0.02,0.7,1.38,-3.42,5.26
16394100,10,31.913944,-98.600013,1416.99,131.44,0.12,1004.29,18.31,13.75,52.2,-12.45,-6.77,2.99,-0.01,0.01,0.66,1.39,-3.36,5.24
16394200,10,31.913942,-98.600006,1416.01,131.44,0.2,1004.29,18.31,13.75,51.8,-12.45,-6.84,2.44,-0.01,0.02,0.67,1.38,-3.4,5.25
16394200,10,31.913942,-98.600006,1416.01,131.44,0.2,1004.29,18.37,13.75,51.8,-12.51,-6.77,2.62,-0.03,0,0.67,1.38,-3.38,5.23
16394300,10,31.91394,-98.600006,1416.01,131.44,0.02,1004.29,18.37,13.5,51.8,-12.45,-6.96,2.5,-0.03,0.02,0.66,1.36,-3.4,5.26
16394400,10,31.913938,-98.600006,1414.7,131.44,0.13,1004.29,18.37,13.5,52.2,-12.33,-7.02,2.5,-0.02,0,0.66,1.38,-3.4,5.26
16394500,10,31.913938,-98.600006,1414.7,131.44,0.13,1004.29,18.37,13.5,52.2,-12.27,-6.59,3.05,-0.04,0.01,0.66,1.37,-3.39,5.25
16394500,10,31.913938,-98.600006,1414.7,131.44,0.13,1004.29,18.37,13.5,51.8,-12.57,-6.9,2.32,-0.05,0.02,0.66,1.37,-3.41,5.27
16394600,10,31.913938,-98.600006,1414.7,131.44,0.13,1004.29,18.37,13.25,51.8,-12.21,-6.59,2.62,-0.03,0,0.65,1.38,-3.38,5.25
16394700,10,31.913938,-98.600006,1414.7,131.44,0,1004.29,18.37,13.5,51.8,-12.08,-6.77,2.26,-0.03,0.01,0.66,1.37,-3.39,5.24
16394800,10,31.913938,-98.600006,1414.37,131.44,0,1004.29,18.37,13.5,51.8,-12.39,-6.9,2.56,-0.02,0,0.66,1.38,-3.37,5.24
16394800,10,31.913938,-98.600006,1414.37,131.44,0,1004.13,18.37,13.25,51.8,-12.7,-6.96,2.5,-0.03,-0.03,0.66,1.38,-3.39,5.25
16394900,10,31.913938,-98.600006,1414.37,131.44,0,1004.13,18.37,13.5,52.2,-12.27,-7.08,2.62,-0.02,0.02,0.66,1.37,-3.39,5.24
16395000,10,31.913938,-98.600006,1414.37,131.44,0,1004.29,18.37,13.5,52.2,-12.21,-6.96,2.81,-0.02,-0.01,0.66,1.39,-3.4,5.25
16395000,10,31.913938,-98.600006,1414.37,131.44,0,1004.29,18.31,13.5,52.2,-12.7,-6.84,2.5,0.07,0.1,0.63,1.4,-3.37,5.22
16395100,10,31.913936,-98.599998,1413.06,131.44,0.14,1004.29,18.37,13.5,52.2,-12.27,-6.77,2.62,0.02,-0.15,0.63,1.4,-3.38,5.24
16395200,10,31.913936,-98.599998,1413.06,131.44,0.14,1004.13,18.37,13,51.9,-12.7,-7.02,2.69,0.07,-0.01,0.61,1.45,-3.43,5.23
16395300,10,31.91393,-98.599998,1412.07,131.44,0.2,1004.53,18.37,13.5,52.3,-12.57,-6.65,2.32,0.1,-0.01,0.65,1.48,-3.41,5.2
16395400,10,31.91393,-98.599998,1412.07,131.44,0.2,1004.13,18.37,13.5,52.3,-12.08,-6.65,2.32,-0.16,0.23,0.72,1.38,-3.37,5.24
16395400,10,31.91393,-98.599998,1412.07,131.44,0.2,1004.13,18.37,13.5,51.9,-12.21,-6.96,2.62,0.02,0.01,0.5,1.43,-3.37,5.23
16395500,10,31.91393,-98.599998,1413.39,131.44,0.23,1004.29,18.37,13.5,52.3,-12.39,-6.9,2.56,-0.02,0.22,0.67,1.49,-3.5,5.16
16395600,10,31.91393,-98.599998,1413.06,131.44,0.23,1004.29,18.37,13.25,52.3,-12.7,-7.02,2.56,0.07,0.04,0.66,1.55,-3.52,5.16
16395700,10,31.913917,-98.599998,1405.18,131.44,0.74,1004.53,18.37,13.25,52.3,-12.39,-6.84,2.38,0.03,-0.08,0.68,1.51,-3.43,5.13
16395700,10,31.913917,-98.599998,1405.18,131.44,1.13,1004.53,18.37,13.25,52.3,-12.21,-6.96,2.75,0.13,-0.06,0.74,1.51,-3.42,5.11
16395800,10,31.913913,-98.599998,1405.18,42.53,1.51,1004.29,18.37,13.25,52,-12.51,-6.84,2.62,0.03,-0.17,0.65,1.47,-3.4,5.13
16395900,10,31.913917,-98.59999,1402.56,42.53,1.24,1004.29,18.37,13,52.4,-12.45,-6.84,2.69,-0.05,-0.09,0.58,1.41,-3.35,5.13
16395900,10,31.913917,-98.59999,1402.56,42.53,1.24,1004.29,18.37,12.75,52.4,-12.27,-6.77,2.44,0.03,-0.01,0.63,1.41,-3.21,5.12
16400000,10,31.913917,-98.599983,1402.56,42.53,1.24,1004.13,18.37,12.75,52,-12.33,-6.77,2.56,0.03,-0.02,0.66,1.49,-3.12,5.14
16400100,10,31.913917,-98.59999,1401.57,42.53,1.24,1004.29,18.37,12.75,52,-12.21,-7.14,2.75,-0.03,-0.04,0.65,1.49,-3.1,5.13
16400200,10,31.913917,-98.59999,1400.59,42.53,0.16,1004.29,18.37,12.5,52,-12.51,-7.08,2.93,-0.06,-0.09,0.63,1.46,-3.09,5.15
16400300,10,31.913917,-98.59999,1400.59,42.53,0.16,1004.29,18.37,12.5,52,-12.57,-6.71,2.5,0,-0.11,0.68,1.48,-3.05,5.15
16400300,10,31.913917,-98.59999,1400.59,42.53,0.16,1004.29,18.37,12.5,52,-12.08,-6.9,2.62,-0.07,-0.01,0.65,1.48,-3.12,5.14
16400400,10,31.913917,-98.599983,1401.25,42.53,0.09,1004.13,18.37,12.5,52.4,-12.21,-6.84,2.32,-0.1,-0.04,0.67,1.5,-3.09,5.15
16400500,10,31.913915,-98.599998,1405.18,42.53,0.09,1004.13,18.37,12.5,52.4,-12.39,-7.14,2.44,-0.04,-0.05,0.64,1.54,-3.09,5.16
16400500,10,31.913915,-98.599998,1405.18,42.53,0.23,1004.29,18.37,12.5,52.4,-12.15,-6.84,2.5,-0.03,-0.03,0.67,1.54,-3.07,5.13
16400600,10,31.913911,-98.599998,1408.46,42.53,0.18,1004.13,18.44,12.5,52.4,-12.45,-6.9,2.56,0,-0.05,0.66,1.56,-3.07,5.14
16400700,10,31.913911,-98.600006,1410.76,42.53,0.06,1004.13,18.37,12.5,52,-12.57,-6.71,2.56,-0.04,-0.08,0.63,1.54,-3.08,5.14
16400800,10,31.913911,-98.600006,1410.43,42.53,0.01,1004.13,18.37,12.25,52.4,-12.27,-6.84,2.69,-0.03,0,0.66,1.52,-3.09,5.14
16400800,10,31.913911,-98.600006,1410.43,42.53,0.01,1004.13,18.37,12.25,52.4,-12.39,-7.08,2.56,-0.02,-0.05,0.66,1.54,-3.07,5.13
16400900,10,31.913913,-98.600013,1412.07,42.53,0.01,1004.29,18.37,12.25,52,-12.27,-6.9,2.56,-0.04,-0.02,0.64,1.53,-3.09,5.12
16401000,10,31.913913,-98.600013,1412.07,42.53,0,1004.29,18.37,12.25,52.4,-12.45,-6.84,2.62,-0.03,-0.01,0.64,1.54,-3.1,5.13
16401100,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.37,12.25,52.4,-12.33,-6.9,2.56,-0.04,0.02,0.65,1.51,-3.1,5.12
16401200,10,31.913913,-98.600013,1412.07,42.53,0,1004.29,18.37,12.25,52.4,-12.45,-6.71,2.5,-0.01,-0.04,0.63,1.53,-3.07,5.13
16401200,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.31,12,52.4,-12.39,-6.77,2.56,0,-0.05,0.51,1.59,-3.06,5.13
16401300,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.37,12.25,52.1,-12.33,-7.2,2.75,-0.04,-0.05,0.68,1.57,-3.08,5.15
16401400,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.31,12.25,52.5,-12.45,-6.71,2.62,-0.01,-0.11,0.65,1.58,-3.07,5.16
16401400,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.44,12.25,52.5,-12.7,-6.96,2.69,-0.02,-0.15,0.64,1.58,-3.04,5.15
16401500,10,31.913913,-98.600013,1412.07,42.53,0,1004.13,18.37,12.25,52,-12.51,-6.9,2.44,0.01,-0.17,0.64,1.61,-3.03,5.18
16401600,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52,-12.33,-6.9,2.81,0,-0.1,0.66,1.6,-3.03,5.16
16401700,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.1,-12.7,-7.08,2.75,0.05,-0.07,0.66,1.61,-3.07,5.14
16401800,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.1,-12.15,-6.96,2.44,0,-0.11,0.67,1.62,-3.04,5.15
16401800,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.2,-12.15,-7.32,2.69,0.01,-0.12,0.67,1.65,-3.05,5.17
16401900,9,31.913913,-98.600013,1412.4,42.53,0,1004.13,18.31,12.25,52.6,-12.51,-6.96,2.75,0.03,-0.09,0.66,1.64,-3.06,5.17
16402000,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.6,-12.33,-6.9,2.69,0.01,-0.09,0.66,1.63,-3.06,5.16
16402000,10,31.913913,-98.600013,1412.4,42.53,0,1004.13,18.37,12.25,52.6,-12.27,-6.96,2.93,0.03,-0.12,0.65,1.64,-3.03,5.16
16402100,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.6,-12.45,-7.08,2.38,0.03,-0.14,0.65,1.64,-3.04,5.15
16402200,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.3,-12.27,-6.84,2.32,0.09,-0.1,0.64,1.63,-3.08,5.15
16402300,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.6,-12.57,-6.77,2.81,0.06,-0.06,0.59,1.65,-3.06,5.18
16402400,10,31.913913,-98.600013,1412.4,42.53,0,1003.9,18.37,12.25,52.6,-12.21,-6.65,2.38,0.18,-0.13,0.59,1.68,-3.02,5.19
16402400,10,31.913913,-98.600013,1412.4,42.53,0,1004.13,18.37,12.25,52,-12.27,-6.84,2.56,0.11,-0.11,0.67,1.65,-3.07,5.16
16402500,9,31.913913,-98.600013,1413.06,42.53,0.28,1004.13,18.37,12.25,52.6,-12.39,-6.84,2.44,0.04,-0.02,0.65,1.62,-3.09,5.15
16402600,10,31.913911,-98.600013,1413.06,42.53,0.28,1004.13,18.37,12.25,52.6,-12.57,-6.84,2.62,0.09,-0.09,0.66,1.66,-3.08,5.14
16402700,10,31.913911,-98.600013,1413.71,42.53,0.01,1003.9,18.37,12.25,52.6,-12.21,-7.08,2.62,0.09,-0.12,0.59,1.66,-3.03,5.16
16402700,10,31.913911,-98.600013,1413.71,42.53,0.05,1004.13,18.37,12.25,52.6,-12.33,-6.84,2.69,0.08,-0.09,0.63,1.66,-3.04,5.15
16402800,10,31.913911,-98.600013,1413.71,42.53,0,1003.9,18.37,12.25,52.6,-12.33,-6.9,2.44,0.03,-0.09,0.66,1.63,-3.08,5.15
16402900,10,31.913911,-98.600013,1413.71,42.53,0,1003.9,18.37,12.25,52.6,-12.45,-6.59,2.5,0.09,-0.08,0.64,1.66,-3.07,5.15
